rainfall_24h_mm,rainfall_intensity_mmh,soil_moisture_pct,slope_degrees,borehole_displacement_mm,historical_events_count,population_density_sqkm,catchment_area_sqkm,road_closure_hours,severance_probability_pct,isolated_population,infrastructure_damage_index,time_to_failure_hours,debris_volume_m3
168.1,34.3,77.0,46.0,3.96,4,1180,31.9,72.0,100.0,6907,100.0,1.0,28000
235.9,16.0,85.0,30.4,22.79,2,793,27.8,72.0,100.0,4094,100.0,1.0,28000
109.3,19.5,62.3,35.9,0.38,10,1216,23.0,52.0,62.6,3108,66.4,10.0,14308
198.1,36.1,77.4,40.3,0.64,16,1252,29.0,72.0,100.0,6413,100.0,1.0,28000
46.9,33.6,86.9,37.1,19.18,6,290,5.3,72.0,100.0,97,100.0,3.2,22741
233.5,27.5,57.9,23.4,2.01,6,1597,25.4,72.0,100.0,7137,100.0,2.4,27489
161.0,20.4,32.7,26.7,2.6,17,981,3.2,54.5,72.0,316,77.7,9.0,13184
129.1,28.1,59.8,44.9,0.35,18,817,14.5,64.8,85.8,1956,91.1,5.5,18766
205.0,24.0,84.4,48.1,6.21,4,800,27.9,72.0,100.0,3996,100.0,1.0,28000
165.3,6.4,48.4,52.1,0.59,10,1549,31.0,67.1,78.2,6822,84.5,4.3,21014
219.5,14.4,66.2,27.6,9.11,12,2151,8.7,72.0,97.5,3179,100.0,1.0,26418
230.8,26.5,45.8,36.4,2.53,3,1104,10.2,72.0,100.0,2009,100.0,1.0,28000
55.8,10.9,72.3,32.8,18.25,12,2154,20.3,54.1,72.5,5903,77.1,6.2,16346
41.7,7.9,39.0,43.9,2.6,12,1426,25.5,26.1,42.4,2684,45.3,15.0,8939
229.6,33.5,39.9,43.1,16.69,16,451,18.1,72.0,100.0,1489,100.0,1.0,28000
228.5,18.2,54.1,51.7,15.12,13,2013,20.0,72.0,100.0,7332,100.0,1.0,28000
82.5,38.8,72.9,36.8,19.15,14,1935,7.9,72.0,100.0,2752,100.0,1.0,26552
214.5,34.7,51.5,56.3,11.68,11,429,21.2,72.0,100.0,1474,100.0,1.0,28000
224.9,34.5,32.7,59.9,26.14,5,2024,17.2,72.0,100.0,6279,100.0,1.0,28000
203.8,3.3,59.2,43.4,3.98,17,233,20.4,72.0,97.6,987,97.7,2.6,22871
205.5,23.0,93.0,38.9,1.56,4,1444,29.5,72.0,100.0,7774,100.0,1.0,28000
70.8,31.8,68.4,30.7,3.74,17,205,30.1,53.4,72.7,630,67.0,8.7,15478
48.0,16.6,78.2,38.1,1.78,7,407,18.1,42.1,62.4,992,56.1,11.9,10906
126.2,17.6,55.3,57.7,7.91,15,1859,7.3,72.0,93.8,2234,100.0,1.7,22857
33.7,18.4,79.6,58.0,0.88,16,1148,6.0,54.0,70.9,951,71.5,8.9,13989
111.0,31.3,79.5,55.0,3.83,1,576,7.1,72.0,98.8,621,100.0,1.4,24819
183.5,19.9,50.5,41.4,7.31,5,2154,8.0,72.0,95.6,2870,100.0,2.5,24272
126.9,33.5,38.6,51.2,5.69,5,999,6.1,72.0,93.0,896,96.1,1.5,22123
210.8,17.8,65.6,50.0,6.6,14,2022,4.3,72.0,100.0,1409,100.0,1.0,28000
78.1,37.9,43.6,22.0,9.35,10,1993,10.8,53.0,71.6,2674,74.4,7.8,13792
168.8,29.6,81.3,27.2,3.26,17,1582,9.5,72.0,89.7,2261,93.9,3.7,22141
33.8,40.8,88.6,54.7,1.84,4,366,30.3,67.9,88.6,1758,94.9,4.6,22202
52.5,19.3,77.5,57.7,23.77,18,1482,28.9,72.0,100.0,7873,100.0,1.0,28000
133.3,3.9,70.3,49.9,0.28,2,839,24.4,58.2,73.2,2845,83.6,6.3,17318
107.6,33.4,57.7,32.9,0.72,7,96,28.4,55.1,76.0,456,77.0,7.2,16706
177.3,24.5,43.0,23.8,0.25,5,1197,29.9,60.1,73.0,4759,77.7,8.0,18261
25.3,16.6,70.7,36.8,2.85,18,1141,23.8,29.1,51.0,2422,50.7,13.3,10575
72.1,40.6,43.3,60.9,27.42,4,1624,30.4,72.0,100.0,8928,100.0,1.0,28000
68.8,27.6,86.9,37.8,20.57,14,1569,6.9,72.0,97.9,1891,100.0,1.1,24194
227.8,10.0,50.1,34.4,22.98,7,344,6.7,72.0,100.0,472,100.0,1.0,28000
186.3,3.5,38.4,37.4,0.15,2,601,9.8,52.8,67.1,762,71.5,9.3,14930
47.9,31.7,53.7,50.3,1.97,15,728,11.6,52.9,71.3,1101,73.4,8.1,14209
34.6,24.2,38.6,57.5,0.53,8,158,9.2,47.4,63.1,79,72.5,10.1,12190
178.7,38.2,63.5,61.6,3.83,10,1523,4.8,72.0,100.0,1485,100.0,1.0,28000
117.2,16.1,43.6,39.0,19.4,10,1486,28.3,72.0,88.0,6608,93.8,4.9,23889
194.6,36.6,94.6,53.1,0.68,15,2019,26.5,72.0,100.0,9721,100.0,1.0,28000
190.0,16.8,63.6,41.3,17.05,11,626,26.2,72.0,100.0,2919,100.0,1.0,28000
201.6,18.0,69.2,38.9,19.57,8,417,9.4,72.0,100.0,512,100.0,1.0,28000
37.8,16.6,86.3,56.7,8.6,5,1784,9.7,61.6,86.1,2537,91.6,6.2,17992
30.7,40.6,55.8,50.1,2.53,6,183,6.8,56.5,71.2,0,83.2,6.9,15565
126.0,8.5,65.8,60.0,20.37,15,114,11.0,72.0,100.0,38,100.0,1.0,28000
204.0,29.5,88.1,44.2,25.78,17,1313,23.4,72.0,100.0,5719,100.0,1.0,28000
